syscheck.event,syscheck.path,syscheck.attrs_after,syscheck.changed_attributes,syscheck.size_before,syscheck.size_after,syscheck.mtime_before,syscheck.mtime_after,syscheck.md5_before,syscheck.md5_after,syscheck.uid_after,syscheck.uname_after,syscheck.arch,agent.name,@timestamp
modified,C:\Users\User1\Downloads\list.exe,"read,archive",size,777305,652983,"May 16, 2025 @ 10:25:44","May 16, 2025 @ 10:42:02",1ce8d6f19ed6c991d250663c749dc15b95d50ff20b2bbbf6a75eeea9c35d2b54,464497f443d5f303c53ed933f3a11aa8f7746282bbd915673cdca0cb84d7c95a,7365,User1,arm64,DESKTOP-XYZ,"May 27, 2025 @ 09:01:30.697"
modified,C:\Users\User1\Downloads\threat.docx,"archive,hidden","group,owner",159776,76274,"May 24, 2025 @ 05:34:00","May 24, 2025 @ 05:42:24",c791235f3bd9af7389f6c3e6dd2808ff4010b84a05280ede0fe1a8ff38f85e3d,82a2b4d54ef0295cbaecb47e6a1ad719317ad6304877f6f2d000da5a527068df,3589,Project,AMD64,LAPTOP-1234,"May 06, 2025 @ 17:15:42.332"
added,C:\Users\Guest\Documents\eight.zip,"exec,read,archive,hidden",size,481709,65990,"May 29, 2025 @ 05:00:51","May 29, 2025 @ 05:11:47",5de7c5d7d58f4b23f1893c7e39ae9d0bae3a05d675a8141e6ca6e3824125014d,dbf0db2792f6ecaf950e69de371a4c1ef8d737013852cf239ffa5eadab7d29ff,3341,User3,x86_64,HOME-PC,"May 04, 2025 @ 00:30:04.924"
modified,C:\Users\User1\Downloads\age.csv,"hidden,read,exec,archive",mtime,600307,476038,"May 20, 2025 @ 16:04:02","May 20, 2025 @ 16:44:23",190576e2057ab1218e7f59b26d60cd3c9f868c5a3c9750aff4de595471150050,7bf83c8087a615aaaa99d2f9a3e402616962c8df5c65b33743fb58d26cac3c09,6499,System,arm64,DESKTOP-XYZ,"May 17, 2025 @ 19:30:33.637"
deleted,C:\Users\Public\Videos\nature.bat,"hidden,archive,write,read",owner,1969949,1653931,"May 03, 2025 @ 21:55:48","May 03, 2025 @ 22:24:55",e14e9a8632ab33418eeae20c4c1b8c87b697a6288a3dce60575c8fa19399a533,485ab3a13ccd1997a845a07780b8b7f7e43d73d57d36a23ff9243028c7a1af82,4092,System,arm64,DESKTOP-ALPHA,"May 29, 2025 @ 10:36:35.407"
deleted,C:\Users\Project\Documents\wall.bat,"exec,system,read,write",group,1290556,1346893,"May 26, 2025 @ 14:57:39","May 26, 2025 @ 15:32:01",d4d81bebb79c1c7b397a38bfd62df99c580db232d8a2a7a2782cd4efb28d8867,efb5c10934999872a03030d970aa7de32d338d0ab1ee836fca4025c6265e8ce3,8707,User2,AMD64,DESKTOP-5JEIKFF,"May 09, 2025 @ 17:05:42.122"
added,C:\Users\User2\Desktop\official.xlsx,"archive,hidden,write","mode,owner",442620,872300,"May 06, 2025 @ 17:04:59","May 06, 2025 @ 17:08:03",8417db19e795099f171105bd87309f3428f35610d7c7a182606d7822f9b68dbf,f279f296e4cfe93f6705b55020d931ebbc40d7ee0c42edf1da1e77547b6fac45,9066,User1,arm64,DESKTOP-5JEIKFF,"May 24, 2025 @ 08:10:44.574"
modified,C:\Users\Public\Videos\bar.pdf,"write,exec","size,group",152789,1,"May 04, 2025 @ 07:47:05","May 04, 2025 @ 08:30:43",2cf85cf10513dd80872651c2645ea75c098731b3280d5aed6197fdfad8fb9a38,dc743dc26d8af0a8d125cc989711d3aa221b480d06b6890f97e3d0bf49730be8,5952,User5,AMD64,WIN-LAPTOP,"May 03, 2025 @ 12:18:50.118"
deleted,C:\Users\User1\Downloads\threat.csv,"archive,exec,write","size,mtime",699992,1036069,"May 26, 2025 @ 16:36:26","May 26, 2025 @ 16:45:08",8c6aba330c1877bbad7d8ddf281f1e48,2e3915d9ca723384446ee8455e6295ca08d1969b1dd49e268f9aa3078793e5b7,2966,User3,x86_64,WORKSTATION-01,"May 04, 2025 @ 04:03:48.310"
deleted,C:\Users\User1\Downloads\my.pdf,"read,hidden","size,mtime",349808,556748,"May 04, 2025 @ 07:24:33","May 04, 2025 @ 08:05:17",581090d3608d8c491ccf77df4db53038caf4c69778280e59f852264adcf8b2b9,500b9d78c630954a30747670a7df65613ee0fc14763a6a02aa49e935b87052c6,8465,User3,AMD64,PC-GAMER,"May 13, 2025 @ 06:07:33.209"
modified,C:\Users\Guest\Documents\month.docx,"read,archive",size,612433,831222,"May 23, 2025 @ 12:55:58","May 23, 2025 @ 13:27:58",ef81c5b199bff5d07f185cb2a6799b39e25b4491cda991fc1d6f5500886bff5a,9120063dcb17b6546ec6fae1964c7ba4cf76aabb92eeb550d367345709fbc738,2284,Admin,x86_64,LAPTOP-1234,"May 30, 2025 @ 14:45:40.254"
added,C:\Users\User1\Downloads\answer.dll,"read,system,hidden","size,mtime",664222,1106413,"May 17, 2025 @ 12:41:49","May 17, 2025 @ 12:58:09",6ff222e08bdaff6f0ab44f97f6727f16,5bae28f61bf6c39df6901857d5fdb3b8f81434062edc589202ffe8e58e0f14f8,9486,Admin,arm64,WORKSTATION-01,"May 20, 2025 @ 05:14:51.617"
added,C:\Users\User2\Desktop\begin.bat,"archive,hidden,read",owner,1220043,1246897,"May 17, 2025 @ 13:30:06","May 17, 2025 @ 13:55:17",25d43b152fe4d729dcb64510ce37cd51ddcf4cec7a2f8400ab3b84030217b7e3,056ab6b668d209e447e24a987cde6d0f,6940,User2,x86,WIN-LAPTOP,"May 28, 2025 @ 20:52:05.441"
deleted,C:\Users\User2\Desktop\four.jpg,"hidden,read","owner,group",332632,229410,"May 02, 2025 @ 12:31:57","May 02, 2025 @ 13:27:54",7ada83ef7427524d9d37c23273e3a403e18d25ef9a66a227f026a9dab3cead41,588cd90d18084a17ad7d7ab0eabbab1cecba436b09a229a7a040db69eeeceeb4,3282,User2,AMD64,SERVER-BETA,"May 13, 2025 @ 00:21:22.271"
added,C:\Users\User2\Desktop\capital.docx,"read,exec,archive,system",group,1527735,1324613,"May 09, 2025 @ 19:30:15","May 09, 2025 @ 19:32:24",3a8e580ee7398f6dc6c6277157f22c9faeed0a4d498c2b780e87ca29e8220b91,591c87a4e970e43a5b6e5bfbba2efaaa54c15c1a489b57e027d10606ba09e8e8,1889,User5,x86,SERVER-BETA,"May 30, 2025 @ 23:43:37.926"
added,C:\Users\Guest\Documents\her.dll,"system,hidden,archive,write",size,1077751,1103220,"May 27, 2025 @ 10:02:55","May 27, 2025 @ 10:39:50",189c4f2ea49a3f6b09f3dcbb5b87d954250d1ad404278cde1ad557e68e51e28f,b40795f79d842f3f2bcb176962a2585e,4094,User2,x86_64,SERVER-001,"May 09, 2025 @ 00:02:05.912"
added,D:\Work\sure.xlsx,"write,exec,system,read","mtime,group",1059668,1347656,"May 19, 2025 @ 16:22:56","May 19, 2025 @ 16:35:05",9cfd8126141e96efd82231ccf1a6882c01d45f052cefe86df5e289d1595e3658,30514e16b7e9ab2234710012f0b14bb9709c7d310b983e31aab3d83352c96599,7894,Project,arm64,HOME-PC,"May 12, 2025 @ 10:23:23.186"
modified,C:\Windows\Temp\forward.jpg,"archive,exec,write",mode,1704140,1751288,"May 18, 2025 @ 19:15:54","May 18, 2025 @ 19:59:50",e09f3e1b006b173e6c29dc9201fb66234ac162bf4fa61248994fec52c4502222,16121d461627e12ce412fc872e36cf59d651d0d4974d6d33eeff31625f0e540e,4106,User4,x86,LAPTOP-1234,"May 19, 2025 @ 05:22:38.718"
modified,C:\Users\Project\Documents\guy.csv,"exec,system,write","owner,mtime",1054706,723659,"May 09, 2025 @ 09:37:24","May 09, 2025 @ 10:26:50",d5c8ba82ec5dbc31aed3b9b84dc0d08608057ab5ac8d64398b75d7cb0479bff6,07fbde016c5e4329707e8e0a41662c57f3cb5ee28143d9557094c473b7b5a9fc,7608,User4,x86_64,PC-GAMER,"May 21, 2025 @ 20:01:26.818"
modified,C:\Users\User1\Downloads\bag.jpg,"archive,write",size,37670,279054,"May 02, 2025 @ 13:35:24","May 02, 2025 @ 14:32:21",edbb1e6620b22d21384c7d99aaa6560423caeead9b912390790a1c57c052df7b,b2ff6830d8a6a6196413ec4f15f59e6f4a6973004bd7821ba8f7dfbfca9c7501,1281,User3,x86_64,DESKTOP-5JEIKFF,"May 31, 2025 @ 07:15:01.660"
deleted,C:\Users\User2\Desktop\record.zip,"system,write",group,1034724,815873,"May 28, 2025 @ 21:18:26","May 28, 2025 @ 22:15:12",a59f9b25d936ab16d4a137a4f053521e52bcb69ef11052f89018f344ea0245c4,0b507f1b1ddc0f51f386e4eaeb67ad8b,2066,Admin,x86_64,DESKTOP-XYZ,"May 26, 2025 @ 12:49:02.235"
added,C:\Windows\Temp\them.pptx,"read,system","mode,size",368183,346558,"May 05, 2025 @ 15:55:04","May 05, 2025 @ 16:49:42",3282a24035be94f44fb4a09946851cb004d7da1354fb48b748e41fbb8cf1208a,4da7ad2eeeb7a64e2c97557f9794705e,1679,Guest,x86_64,DESKTOP-ALPHA,"May 09, 2025 @ 22:19:19.938"
deleted,C:\Users\Project\Documents\environmental.dll,"read,system",mtime,1198195,1406047,"May 07, 2025 @ 07:34:02","May 07, 2025 @ 08:04:17",2091fbd6f6f443b55a5eab8d6199167bb9b774ab52314c12d33b4251595a962a,3142bdc72f179c40fadb21f381af0d650e91b7147c62b3d0246b376c59503fa8,9620,User2,x86_64,WIN-LAPTOP,"May 02, 2025 @ 20:50:18.036"
added,C:\Users\User1\Downloads\fall.dll,"hidden,read,write",size,704963,1019817,"May 16, 2025 @ 23:18:48","May 16, 2025 @ 23:41:43",4dd4e12361057417baae7ffd535373ae74efcc890cd2c1b53359b6fc1c8e68b6,e518bf108200fe9c64f0f02229d91547fc0c1d73b6bc3a989a122ae314663946,4964,User5,arm64,SERVER-001,"May 05, 2025 @ 08:58:36.535"
added,C:\Users\User2\Desktop\care.dll,"system,exec",mode,772220,732783,"May 11, 2025 @ 01:29:12","May 11, 2025 @ 01:50:13",7b7f3d2763578d2ac8bf70539367a2296187a7728cdf4a4bd636fee3d3b449aa,88f35946d0bc406814651d246f7cdd20ad2957b7dd5a1cb59895b16a888d1ae0,2399,User4,AMD64,DESKTOP-ALPHA,"May 06, 2025 @ 16:25:33.544"
modified,C:\Users\User2\Desktop\scientist.txt,"hidden,exec","mode,mtime",963835,700437,"May 06, 2025 @ 22:36:50","May 06, 2025 @ 22:45:58",ef21f35ed1ba4786088da28127728852b2d032596f9e500d2c2c015d7bf4d222,bce8f4e2f3a8196abe209718941d9dc3,3286,Guest,x86,DESKTOP-5JEIKFF,"May 22, 2025 @ 17:43:57.686"
modified,C:\Windows\System32\million.xlsx,"hidden,exec,system",mtime,1389871,1276862,"May 24, 2025 @ 20:54:21","May 24, 2025 @ 21:53:10",b9fd1ace99a042f143d489505ba7d0c455e7cbbfcf9f89dab1196f5643039e5f,08a07d4d6d1483d0f9051d70cce7796e,7588,User3,AMD64,HOME-PC,"May 04, 2025 @ 19:17:04.785"
modified,C:\Users\User1\Downloads\section.dll,"archive,write",mode,1953777,1615920,"May 08, 2025 @ 01:52:41","May 08, 2025 @ 02:49:38",dd027440aa9f656026027b643ba56e1c69dadf7a6a207a94d7d896c4b97f6a16,b83e4e8b6206221c5ec6d9157a062ecdc8ad2a2765837e6ab0bf93d67d6b7c15,4573,Project,x86,DESKTOP-XYZ,"May 03, 2025 @ 14:18:22.263"
added,E:\Data\new.xlsx,"hidden,system,exec,read","mtime,size",1463693,1280875,"May 16, 2025 @ 02:50:11","May 16, 2025 @ 03:34:09",aee51d73e790c524a4e52f42988f1b37e5225237cd8de15faaf6dc146e97eb1d,13ce0b1f25fb457c6272088dfb5e675b35934e00c4e58cffd05e6b98ba955d0a,3599,User2,AMD64,LAPTOP-1234,"May 22, 2025 @ 05:48:29.933"
modified,C:\Users\Guest\Documents\speech.txt,"exec,hidden,write","size,mtime",1222676,865589,"May 02, 2025 @ 06:39:37","May 02, 2025 @ 07:31:15",f1621ceea35dae9fec2789d103e974be,af17e7ea1280d2c59aa8c6e3b03f0830739c36dcad75e8ec5430a7be7baed614,8186,User6,arm64,PC-GAMER,"May 29, 2025 @ 10:23:08.698"
deleted,E:\Data\artist.txt,"system,hidden",group,316336,370365,"May 24, 2025 @ 15:12:53","May 24, 2025 @ 15:41:36",f3f98ecbdc605ff2cc23f4effe873425e7b0927d43943ea816c118e8f517f383,90a97aac9cf3e34593dc0859ff59478957e8555225af8de9c228d5d06f61f4b8,4509,User1,x86_64,SERVER-BETA,"May 19, 2025 @ 08:23:05.330"
added,C:\Users\User2\Desktop\fire.jpg,"write,exec,system",owner,546271,882716,"May 05, 2025 @ 05:49:11","May 05, 2025 @ 06:46:29",400811d7959f9120a1fa76d07383bcbf6117bafca88e47457dfea60a5d767cb5,afff710557adc75db47d9f14c47fde4890ae8a415da84b40be665327afcb6541,2435,User2,x86_64,DESKTOP-XYZ,"May 24, 2025 @ 10:29:14.762"
added,C:\Users\User1\Downloads\style.dll,"exec,hidden","size,mode",130679,534737,"May 20, 2025 @ 14:25:04","May 20, 2025 @ 14:58:50",d0e7b4a88e4ed0b9b1e4672fd3614597b3002707e4856025ccc8f4b25211ff45,8f533d098b706c977f98e1b798ce68a5377ed959b54a09e435f6bb2f1a5d339c,3854,User6,AMD64,WIN-LAPTOP,"May 16, 2025 @ 04:44:01.820"
added,C:\Windows\System32\cold.pdf,"write,archive,exec,system",group,1171095,1467769,"May 19, 2025 @ 15:02:34","May 19, 2025 @ 15:45:47",3cc4feebd341440a9dc0615fbfec25c9,d85a831fc25d6ab693ae4bc5292f3162507e7742e1c3e339949e2678188dc875,2959,User1,x86_64,HOME-PC,"May 27, 2025 @ 15:00:44.266"
modified,C:\Windows\System32\their.pdf,"hidden,archive,write",mode,1617205,1813148,"May 15, 2025 @ 11:55:08","May 15, 2025 @ 12:44:46",b0db5b826699d7a993e4129181aaa5528343e990f03a0c04eeae22b84812c9c2,36a539b89912c15164af9818337996f9,8378,User4,x86_64,DESKTOP-ALPHA,"May 06, 2025 @ 16:40:09.814"
deleted,C:\Users\User1\Downloads\resource.bat,"write,exec","mode,owner",650109,190380,"May 10, 2025 @ 23:35:38","May 11, 2025 @ 00:34:59",7aa830e3c19b41f6d4a864cb27418d70e1c1917d35fcf20a551e4f39d8a04992,ad58d93b9c3da5f599ef6cf54d18f07cf2cf16543dfc684de31fe89a0f726ee5,8101,User1,AMD64,HOME-PC,"May 31, 2025 @ 01:58:10.736"
added,C:\ProgramData\good.xlsx,"read,archive",size,14491,1,"May 08, 2025 @ 00:24:12","May 08, 2025 @ 00:28:55",54ef5c0212275cf38d9ced64aefbf440543550393018691791308362c7e57227,a0ce7e9be8e92c3abf81c821a0aabb13a4fb8633531dc5d197c519115c8bc279,2671,User4,x86_64,LAPTOP-1234,"May 03, 2025 @ 19:11:01.868"
deleted,C:\Users\Guest\Documents\fact.jpg,"hidden,archive,exec,write",owner,1702034,1537368,"May 30, 2025 @ 12:16:19","May 30, 2025 @ 12:21:13",ecbcd64ab293b9c911518b3d8b01056dd1b190d794e249923044b28df41809f6,81dd090eaf43d8ca92220433416a439b558732d307dfadd8d4f6d8f50d54e4e3,9043,User6,x86_64,DESKTOP-ALPHA,"May 15, 2025 @ 02:43:42.071"
deleted,C:\Windows\System32\school.pdf,"archive,write,hidden","size,mode",50960,1,"May 14, 2025 @ 17:37:37","May 14, 2025 @ 18:23:02",5d7358b77197209c43a1e74765148e95cae9b052d192e3146911b92d3ba72b28,fa06bdbfec1e2d5a27f6bdb72f77db3352d56c47845a39bc6e6c6d7864495061,4878,Project,x86_64,DESKTOP-ALPHA,"May 28, 2025 @ 16:38:13.002"
modified,E:\Data\of.bat,"write,read,hidden","group,mtime",1508922,1929084,"May 23, 2025 @ 01:33:23","May 23, 2025 @ 02:07:12",713de544bd1f6ea800d50e05108d80403e62858c3546f9a4e3b021f298c05187,56161e546e8a32e3f943ab4a76eccf8ace9882f2ceff2625a3070f0af0131ea9,8582,User6,x86,SERVER-BETA,"May 04, 2025 @ 04:16:09.690"
deleted,C:\Windows\System32\what.jpg,"hidden,exec",size,1091301,1053584,"May 05, 2025 @ 20:59:53","May 05, 2025 @ 21:39:25",dbe4dfcc234c821f9310804890a5738a561329cd51923f2c7e83cbf812573a37,849bf9226237c39cf9e9c190f5fc36b3b86e4cad7e64cf3c7ff4846e841b7f4d,5715,User5,arm64,SERVER-001,"May 11, 2025 @ 00:24:57.749"
added,C:\Users\Project\Documents\within.zip,"archive,hidden,read,write",mtime,1374450,984750,"May 23, 2025 @ 05:49:47","May 23, 2025 @ 06:28:58",ee6ec0a43f84aec0bf9f6c0939689b1025b16ac46e989ebe823852c620451cb1,fd653682d9bd6cfde9a4a8f11e9a25f18657255e29e2466264a58b7861f24d09,2596,Project,x86_64,PC-GAMER,"May 12, 2025 @ 15:17:51.154"
modified,C:\Windows\System32\poor.dll,"exec,hidden,write,system",mtime,293021,127411,"May 27, 2025 @ 00:39:45","May 27, 2025 @ 00:48:17",2d4a1e29e865d79072232655ed0995d12ea71ab4bea770ecdbf4971394410be4,5078621eb28f32140fa3d3065f00cfb1a5d934d12e97c16a43d4103e1e7aadcc,2543,Project,x86_64,SERVER-BETA,"May 18, 2025 @ 19:46:31.381"
added,E:\Data\area.jpg,"exec,archive,write","size,mtime",102306,400790,"May 09, 2025 @ 18:51:42","May 09, 2025 @ 19:24:12",0df8516cd1ec5397a4a84c498485a26373881afb96683e557ca7514fa7cbf921,068eb5b7924c7ccf06d8ecee974cb16f59145976788ae03ed28fe8f750dc6d0a,3096,User6,arm64,DESKTOP-XYZ,"May 07, 2025 @ 14:42:24.615"
deleted,D:\Work\well.zip,"hidden,read",size,272427,22994,"May 08, 2025 @ 21:34:51","May 08, 2025 @ 22:06:35",8da6bde7c8b41276135581d498cf2bc660668e6aac85c32466521a54a4db69d0,55f9727523bb70f57c4303459e5359f5,1875,User6,arm64,DESKTOP-XYZ,"May 29, 2025 @ 11:39:07.931"
added,E:\Data\vote.txt,"system,read,write","size,mtime",237952,1,"May 06, 2025 @ 08:50:59","May 06, 2025 @ 09:35:44",09b282bae62c2b0adbb55f13458ecc6e9fe03f448b549778a655d0ac38f05688,91778363e191c77b32c590eb711835fc6e3dac70bbff9f81a5ae3b842b6cd5e7,5114,User5,x86,HOME-PC,"May 22, 2025 @ 19:08:53.153"
deleted,D:\Work\science.exe,"system,read,write","owner,group",1533242,1457317,"May 15, 2025 @ 20:36:52","May 15, 2025 @ 21:11:37",c6b03671d8d911d118eecd20ae4a5d0b,0ae4a061f1c397a61be18e2ee9e54727802815a63bc34a0a7364750d03f9784a,6097,User1,arm64,LAPTOP-1234,"May 11, 2025 @ 11:36:48.938"
added,C:\Users\Project\Documents\word.zip,"archive,read,write","size,group",527614,34538,"May 25, 2025 @ 19:10:52","May 25, 2025 @ 19:57:16",cacd75d81cab4dfca91e0d20ed69f8279a80b67e76b574117357e35b2039c9eb,c72c1ef7cd360da81778ca75c6cc3908,1881,User1,AMD64,SERVER-001,"May 05, 2025 @ 19:42:41.499"
deleted,C:\Users\Guest\Documents\issue.exe,"write,system",mtime,282337,723091,"May 20, 2025 @ 04:18:43","May 20, 2025 @ 04:50:37",945dcc1b1d612cb25cec83cdd82b2ee2ce01e4309c6f87ecd4763c4e6d02453f,78dae3fc91f376702545750dd4af302e746534add23745b44bae8ce4219c696a,2020,User5,x86_64,PC-GAMER,"May 25, 2025 @ 17:36:20.671"
added,C:\Users\User2\Desktop\cost.csv,"system,hidden","mtime,mode",929950,1421007,"May 12, 2025 @ 18:43:11","May 12, 2025 @ 19:33:15",a59858ee1af360779e1f7399af6048d83d31f1281ab8cf0beae3e3bfdbac2747,787060c5d1591c53c6c2f682ae9428ab7729fe126a94c61bb99870993aa3828d,8865,User4,x86,SERVER-BETA,"May 05, 2025 @ 19:02:02.545"
added,C:\Users\Public\Videos\every.exe,"read,exec,archive,hidden","mode,size",1535981,1629903,"May 06, 2025 @ 06:41:58","May 06, 2025 @ 07:26:05",73f3cfd7fbd79d7823206603ab4faaac769ffe4d765ca95ea456efe2accf5756,45b5af8c29b2c0005863deb79fad2a29,5430,Project,arm64,DESKTOP-ALPHA,"May 12, 2025 @ 10:04:16.762"
modified,D:\Work\environment.txt,"write,read","group,size",261048,735776,"May 20, 2025 @ 13:54:09","May 20, 2025 @ 14:14:27",3168b64fa3a0af73096eb6cc9eadcaf982153628f6e2dc2ec9d3ee7a8171c629,1f81c6c8cdadd6fb7c8ec024d808a9a7e3cc9a9d30e11b9106c3aa8b09be1b8c,6375,System,AMD64,DESKTOP-ALPHA,"May 06, 2025 @ 07:19:23.504"
deleted,C:\Users\Public\Videos\that.bat,"write,system","mtime,size",763242,395291,"May 08, 2025 @ 21:13:39","May 08, 2025 @ 21:50:59",8ec6bb84067bb48f97cd2344dca6a2d6a37abe4f8d01fe5ccd32f1b33c8b9e8b,547a0856bcd995781b42f85a0d4ccad76ead01f9ac6716b97e2db36d0922469f,6156,User3,x86,SERVER-BETA,"May 23, 2025 @ 05:28:49.525"
added,C:\Users\User1\Downloads\would.pptx,"system,read,hidden","mode,size",1543697,1204739,"May 31, 2025 @ 04:45:33","May 31, 2025 @ 04:51:08",5832895658633affa43074d993af3af6f968f14ec4154eb0ed1cc26b0f40c56d,33548d1b52ce9c61498708cfbaa9a3f375903573629467a05ef90783411112c0,1827,Admin,x86,HOME-PC,"May 10, 2025 @ 18:12:48.994"
deleted,C:\Windows\System32\everyone.dll,"read,exec,hidden,write",size,810183,708182,"May 26, 2025 @ 02:52:38","May 26, 2025 @ 03:33:07",c3967bf00a37cc3ca59a057fc164757b210dda55ce1adff4ec3441c11138da2b,297670278358b055264e670f66e2115d8bce09a5a695548232cf667afffec5c1,5918,User3,AMD64,HOME-PC,"May 08, 2025 @ 03:26:25.112"
deleted,C:\Windows\Temp\thus.dll,"exec,system",mode,1960895,1563557,"May 03, 2025 @ 23:05:40","May 03, 2025 @ 23:08:10",21f94a8ae267a31ec91ebe735d51203519f45c7c04a9a84dc0e5c207f457d6c8,73a3fafcbdb47b45b0311a4361ee2f699e769095b0f8099c853f8c85c41883d0,6041,User3,x86_64,SERVER-BETA,"May 22, 2025 @ 04:05:47.314"
deleted,C:\Users\Project\Documents\cut.exe,"write,hidden,exec,archive","size,owner",766003,1026989,"May 09, 2025 @ 19:37:27","May 09, 2025 @ 20:09:42",eca452b76b54f6090d93aed375a6c653c433d674b2f53c8d651af905f4b15cb1,453bb7da37009b1880102d9148851b91be933ffea69e5810197a4fd5aaf23d9e,6881,Admin,AMD64,DESKTOP-XYZ,"May 18, 2025 @ 03:38:47.093"
modified,C:\Users\Guest\Documents\might.xlsx,"hidden,read,system,write","owner,size",322839,652288,"May 13, 2025 @ 07:53:55","May 13, 2025 @ 08:32:12",f3e93cf5eb94b9734880ad4e532f3a26,c5d97b17147dc89843963826880d9606e3d95ff74b3a38b1948c5963116b3c7d,1777,Guest,x86_64,SERVER-BETA,"May 20, 2025 @ 21:05:16.713"
deleted,C:\Users\User1\Downloads\voice.xlsx,"hidden,write,system,exec","mode,owner",1446271,1683961,"May 27, 2025 @ 06:32:33","May 27, 2025 @ 06:43:29",945b287c727bcb3641b707b2f44f8967528b3abe1fcb2d4a0c7c8bfb50b9898c,a3575b8fd93d14dec3bba553316079159b98f23712b14c240f8418ed65528e23,3495,Project,arm64,WORKSTATION-01,"May 30, 2025 @ 03:27:01.881"
deleted,C:\Users\Public\Videos\think.xlsx,"archive,system",size,1488372,1830856,"May 07, 2025 @ 17:02:22","May 07, 2025 @ 17:48:09",4b04d0e36cd5bce38537dfaee34d43f52936945a1ec2859a388ed7dedcef07a3,ead2c0a6e209e98c032f3473fc0db2656210be167d4305c6cb3ca83c037ea575,1412,System,x86,LAPTOP-1234,"May 27, 2025 @ 07:26:16.532"
added,C:\Users\User1\Downloads\need.pdf,"archive,system","mode,owner",150497,1,"May 04, 2025 @ 11:45:18","May 04, 2025 @ 11:52:51",c4d7e24d08525b65bfb2e7d9a75e3720,1efab01a27b949c3103ed58c5f3ea59d5065ebe3e17f18e1a9370460fb98e307,7862,User2,x86_64,HOME-PC,"May 31, 2025 @ 13:56:04.060"
modified,C:\Users\Public\Videos\grow.pdf,"read,write,archive,system","owner,group",787896,887952,"May 30, 2025 @ 06:53:19","May 30, 2025 @ 07:19:06",eb917e9d1a3addc0e2dbcde5df9875f2db5092002e14a8b98515292e1628ab65,70c9a8b9b683ff531a072592cc2af622e8472bcc806b9d3d805cd3550f3b262e,2822,User6,arm64,HOME-PC,"May 26, 2025 @ 20:22:55.360"
added,C:\Users\Guest\Documents\above.dll,"read,exec,hidden",mtime,506209,465436,"May 28, 2025 @ 03:29:20","May 28, 2025 @ 03:37:31",f378b965f3f94ac6d77c09f85d63aba2f4142a047a4e65a02eaef6aefa4e0b5c,760b1570d096612509c1d3213f62edd2,9810,User5,arm64,HOME-PC,"May 14, 2025 @ 06:59:12.946"
modified,C:\Users\Public\Videos\song.pdf,"system,read,hidden,archive",group,1004669,517640,"May 12, 2025 @ 07:39:02","May 12, 2025 @ 08:33:35",c94fe61fdb503e06ec659feb3656655aac863b32ec2294a110ba637e55123d23,a4089ae136c06b47c3b5cbb2cf303201c174ca36d308e410363c0dfbdc8500a8,8589,User5,arm64,DESKTOP-5JEIKFF,"May 11, 2025 @ 10:18:18.312"
deleted,C:\Users\User2\Desktop\wall.zip,"archive,write",mode,1288936,1736431,"May 15, 2025 @ 13:54:00","May 15, 2025 @ 14:35:00",9cfc70f7a3b1e0a2effc48c0b4a1197b734ab516a9ed5d2e60103551ab74a2ed,447e5d01fbd01415286e266761728144f4d7e097a3a3c9b7e1909c9345373312,2014,User5,AMD64,SERVER-BETA,"May 14, 2025 @ 20:02:17.562"
added,C:\Windows\Temp\level.pdf,"write,exec,system",group,107452,1,"May 30, 2025 @ 13:22:05","May 30, 2025 @ 13:28:37",4ea4595e63a3b4fc800655a0e7d2dcb3f8f413cd78941ce9193e7ce6d2bd4f14,0aa2acce6677f1edb071feda34ad319455cff93c6f6ca736f0559f9d7393f7e5,6087,User2,x86,SERVER-BETA,"May 08, 2025 @ 01:52:40.116"
modified,E:\Data\rock.pdf,"read,system","mtime,group",1943617,1961296,"May 07, 2025 @ 13:51:58","May 07, 2025 @ 14:04:29",c0a33c63b1514b69bb9857cd482313622fcce2068792919ca486937cba8d2454,2ce2b7d850b5ef244ae44ca94aaf8d06,5465,User1,AMD64,WORKSTATION-01,"May 13, 2025 @ 18:42:26.867"
modified,E:\Data\industry.txt,"read,archive",mtime,1994573,2016051,"May 12, 2025 @ 23:48:25","May 12, 2025 @ 23:54:36",d992be580c1f2b0baf43d9ce02ea8f6c,2452a7afa1f907b5c1cf320a99b42555ec9bcf698cb705e4e1061eed8b87ef7e,7611,User3,AMD64,DESKTOP-5JEIKFF,"May 05, 2025 @ 04:34:41.603"
added,C:\Users\Project\Documents\prepare.dll,"system,exec",group,1768098,1436181,"May 20, 2025 @ 11:00:26","May 20, 2025 @ 11:56:45",2674714a324b0cb0008ae43b63e0083ea44c974bfa1bea7e838819eaaf76b968,655985fe7e02c0e59e1b06fd0ca3cb602fd1662d33ddc90b6ad86d7f9291b530,7895,User5,x86_64,WORKSTATION-01,"May 09, 2025 @ 07:36:14.848"
added,E:\Data\well.txt,"exec,archive",group,519762,850197,"May 07, 2025 @ 13:52:18","May 07, 2025 @ 14:37:46",b76f8a2120d1ca146034d7505781615204dc06c0542209f520163a3438c526eb,daa4f82906501f0d423fea0bc3b0a43e74458d97586063028a34df125b6bbe70,7615,Guest,x86_64,DESKTOP-ALPHA,"May 22, 2025 @ 15:46:15.283"
